group,team,position,reference_probability,reference_hits,team_only_mean,team_only_seed_sd,team_only_absolute_error,team_only_zero_seeds,observed_mean,observed_seed_sd,observed_absolute_error,observed_zero_seeds,gap_mean,gap_seed_sd,gap_absolute_error,gap_zero_seeds
16498,10,9,0.0749492,374746,0.07640114698883096,0.007628225928585231,0.001451946988830971,0,0.08430436376394483,0.0014255964868651054,0.009355163763944838,0,0.08731880693750707,0.0016236485180943885,0.012369606937507077,0
16498,10,10,0.1005864,502932,0.09787835261437236,0.008700434864052526,0.002708047385627646,0,0.10583150629785405,0.0010238373078233836,0.005245106297854046,0,0.11036885508993208,0.0018100776848945308,0.009782455089932071,0
16498,10,11,0.1224248,612124,0.124955498713645,0.010271906594266626,0.002530698713645002,0,0.12039935912650353,0.0017321471512852355,0.002025440873496473,0,0.12535280624957942,0.0024140281509493224,0.0029280062495794235,0
16498,10,12,0.1358856,679428,0.13615779293188374,0.010897944425046631,0.0002721929318837413,0,0.12624054278946856,0.0017470857893684025,0.009645057210531438,0,0.1308223466451561,0.002158271088578557,0.005063253354843894,0
16498,10,13,0.1349304,674652,0.13096378150019275,0.007272637570811584,0.003966618499807256,0,0.12350943627857305,0.0018501034227444242,0.011420963721426952,0,0.12598989510263353,0.0028763227753579113,0.008940504897366475,0
16498,10,14,0.1213286,606643,0.12306929846658307,0.00840819599254984,0.0017406984665830766,0,0.11271160249344707,0.0017782563063919558,0.008616997506552926,0,0.11094064735301654,0.002112103721564184,0.010387952646983459,0
16498,10,15,0.0985974,492987,0.09705822438681104,0.008488742505275359,0.0015391756131889617,0,0.09403180874881503,0.0014046325872012595,0.0045655912511849694,0,0.08931178817748964,0.0019645311177521056,0.009285611822510365,0
16498,10,16,0.0699452,349726,0.0718489504962215,0.008244789952676605,0.001903750496221504,0,0.06863444040945453,0.0014942569432742985,0.0013107595905454683,0,0.06148969225144346,0.001589556048467387,0.008455507748556537,0
16498,10,17,0.039303,196515,0.04028522345102956,0.005090775419188066,0.0009822234510295652,0,0.03941932040834746,0.001032141684289879,0.0001163204083474631,0,0.03233056013313243,0.001238920068151302,0.006972439866867568,0
16498,10,18,0.0125482,62741,0.011890869567210048,0.0033812832677859207,0.0006573304327899526,0,0.013431694150942702,0.00040319728512509345,0.0008834941509427013,0,0.010346032430552736,0.00028940465998935505,0.002202167569447265,0
16498,10,19,0.0004272,2136,0.00021059519742806757,0.00044242623757244674,0.0002166048025719324,16,0.0008099537625910095,0.00013464381573000328,0.00038275376259100955,0,0.0012582900504029839,6.204944202130914e-05,0.0008310900504029839,0
16498,10,20,2e-07,1,0.0,0.0,2e-07,20,2.4040487163420953e-06,5.783379916406772e-06,2.204048716342095e-06,12,2.3025099081367453e-05,5.112843595332252e-06,2.2825099081367452e-05,0
16498,14,1,0,0,0.0,0.0,0.0,20,0.0,0.0,0.0,20,1.4308515529339564e-07,6.84679816894427e-08,1.4308515529339564e-07,0
16498,14,2,3.4e-06,17,0.0,0.0,3.4e-06,20,1.1054364373361552e-05,3.106469917765751e-06,7.654364373361553e-06,0,0.00030166410878835993,2.0956226273620575e-05,0.00029826410878835996,0
16498,14,3,0.0047248,23624,0.0034659295825447112,0.001244041167798248,0.0012588704174552891,0,0.004027587710345343,0.00020856617407696382,0.000697212289654657,0,0.0030913029365381844,0.00015706524507329986,0.001633497063461816,0
16498,14,4,0.0142128,71064,0.013845967038297918,0.0028987870647617657,0.0003668329617020818,0,0.014327990910714874,0.0004990726871706298,0.00011519091071487443,0,0.011110091122647912,0.0003679952109569806,0.0031027088773520877,0
16498,14,5,0.0319154,159577,0.03154897235409571,0.004431894670099513,0.00036642764590428395,0,0.03420118627468604,0.0005844126678015273,0.0022857862746860427,0,0.02941875068844433,0.0006498766780884152,0.0024966493115556668,0
16498,14,6,0.0641786,320893,0.06533026858794992,0.004607254226111057,0.0011516685879499194,0,0.06662903127120637,0.0012879028229178385,0.002450431271206366,0,0.06300767486921213,0.0013349276519280713,0.0011709251307878699,0
16498,14,7,0.10972,548600,0.10990169420308113,0.008495056758838106,0.00018169420308113138,0,0.10378677522495142,0.0020558282139624823,0.005933224775048582,0,0.10438034118340969,0.002079940804536934,0.005339658816590306,0
16498,14,8,0.1476678,738339,0.14699599826583465,0.010374823469383202,0.0006718017341653393,0,0.12945194365115814,0.00203208464880411,0.018215856348841847,0,0.13339869196671772,0.0024028721922521074,0.014269108033282268,0
16498,14,9,0.1490986,745493,0.14730399902167013,0.008628801985191182,0.0017946009783298689,0,0.13568165851635544,0.0013475383049750785,0.013416941483644557,0,0.13950507408107643,0.001970206076188711,0.009593525918923568,0
16498,14,10,0.1320614,660307,0.13384060925063507,0.008676755850421576,0.001779209250635072,0,0.1272194455161822,0.0014353038489324467,0.004841954483817801,0,0.13128743250099217,0.002100886890021286,0.0007739674990078216,0
16498,14,11,0.1079666,539833,0.10828689062419916,0.009640849488481533,0.00032029062419916543,0,0.11030479135793707,0.001628331864246927,0.0023381913579370722,0,0.11387760620956836,0.0022901798931830313,0.005911006209568359,0
16498,14,12,0.0826488,413244,0.08279854676482752,0.008716797146744556,0.0001497467648275269,0,0.08986138006527383,0.0015095378659467187,0.007212580065273838,0,0.09209804857422092,0.0015099850183986174,0.009449248574220928,0
16498,14,13,0.0606956,303478,0.06094613138892839,0.006358307297423733,0.0002505313889283878,0,0.06906068838952475,0.0012830342328463292,0.008365088389524752,0,0.0699034469960089,0.0017638784732581828,0.009207846996008892,0
16498,14,14,0.042735,213675,0.04351493457798215,0.005244599495899482,0.0007799345779821512,0,0.04997881762229097,0.0010002202288265124,0.007243817622290968,0,0.048833853956686116,0.0010843288202123092,0.006098853956686114,0
16498,14,15,0.027789,138945,0.026845819623305223,0.005110077875530336,0.0009431803766947779,0,0.03347376436051197,0.000718047195428498,0.005684764360511969,0,0.03154542529859834,0.0008483112458804788,0.0037564252985983412,0
16498,14,16,0.01592,79600,0.015828551430830017,0.004735387452065863,9.14485691699829e-05,0,0.01969924195481243,0.000621761777561352,0.0037792419548124297,0,0.017797903486362624,0.0005681963029129596,0.001877903486362624,0
16498,14,17,0.0069048,34524,0.0055489959517911105,0.002168486401659909,0.0013558040482088895,0,0.009326553189230764,0.00032401631393179885,0.0024217531892307643,0,0.007898439105582382,0.0003663953131626577,0.0009936391055823815,0
16498,14,18,0.0016682,8341,0.0011320642592487242,0.0011271402312910085,0.0005361357407512759,5,0.002781141665686443,8.733029617834862e-05,0.001112941665686443,0,0.0022744432896927864,7.514760925381129e-05,0.0006062432896927863,0
16498,14,19,8.84e-05,442,1.7120145347831056e-05,5.269469553427808e-05,7.127985465216893e-05,18,0.000175963931631424,2.5985649943170297e-05,8.756393163142401e-05,0,0.0002646755089685661,1.3269519687381842e-05,0.00017627550896856612,0
16498,14,20,8e-07,4,0.0,0.0,8e-07,20,9.840231272143505e-07,1.2246648140606911e-06,1.8402312721435057e-07,0,4.991031328880386e-06,1.0516751978345817e-06,4.191031328880386e-06,0
16498,15,1,3.38e-05,169,0.0,0.0,3.38e-05,20,0.0001811355472125939,7.632305269180562e-05,0.00014733554721259388,0,0.0001345770242462886,1.370757543388025e-05,0.0001007770242462886,0
16498,15,2,0.0034486,17243,0.003281422505888145,0.0015907532985504683,0.00016717749411185485,1,0.012329214794075978,0.0007163157518529436,0.008880614794075979,0,0.019086708360902392,0.0004544715690565562,0.015638108360902393,0
16498,15,3,0.208804,1044020,0.20947419345033474,0.01064072219964941,0.0006701934503347551,0,0.19648495991872186,0.0041705049294094125,0.012319040081278126,0,0.14997190478839997,0.0034966955199369158,0.058832095211600016,0
16498,15,4,0.231416,1157080,0.2311145473771031,0.010263670154734006,0.00030145262289690833,0,0.2234230110042419,0.002301823234149537,0.007992988995758121,0,0.1921914475741353,0.002868107991763555,0.0392245524258647,0
16498,15,5,0.2254308,1127154,0.22268233802748116,0.011983015651127523,0.002748461972518823,0,0.2049569632541342,0.002379799079887086,0.02047383674586578,0,0.20007593403302998,0.003559941981298095,0.02535486596697001,0
16498,15,6,0.1607516,803758,0.16225875754110256,0.011406214688657145,0.0015071575411025606,0,0.1602156572344624,0.002835920975777344,0.0005359427655375892,0,0.1802495395930517,0.003789393530793725,0.01949793959305171,0
16498,15,7,0.0911468,455734,0.0924900398282372,0.007618077375954905,0.0013432398282371971,0,0.10324242273495206,0.0020920442643073537,0.012095622734952058,0,0.1290516007238614,0.0030075884393739776,0.037904800723861404,0
16498,15,8,0.0446258,223129,0.04424366565459014,0.005413310243801528,0.0003821343454098597,0,0.055142947332002236,0.001027096511184824,0.010517147332002236,0,0.07248774766631104,0.0020203200980192177,0.02786194766631104,0
16498,15,9,0.020578,102890,0.0202118014800863,0.003868028651446578,0.0003661985199137005,0,0.025955857961477046,0.0005867831807116721,0.005377857961477047,0,0.03370558755757449,0.0009347443568236181,0.01312758755757449,0
16498,15,10,0.0087404,43702,0.0076806366172103915,0.0034290040934517744,0.001059763382789609,0,0.01126223097858813,0.0004051293514599963,0.00252183097858813,0,0.014301331985459331,0.000438610962431117,0.00556093198545933,0
16498,15,11,0.0034002,17001,0.0035955848336424326,0.0017404909214484483,0.0001953848336424327,1,0.004456441173927106,0.00017785852205077422,0.0010562411739271057,0,0.005726568275237847,0.00025399776881610567,0.002326368275237847,0
16498,15,12,0.0011634,5817,0.0008784854513417342,0.0008327016831904555,0.0002849145486582658,5,0.0016442183168453965,9.458184903730636e-05,0.00048081831684539653,0,0.0020760127765315946,9.259823825644483e-05,0.0009126127765315946,0
16498,15,13,0.0003488,1744,0.00018218058376836665,0.0003135502154367546,0.00016661941623163337,13,0.0005257404732833228,3.668899238311061e-05,0.0001769404732833228,0,0.0006955489253696606,4.172421226181444e-05,0.0003467489253696606,0
16498,15,14,9.24e-05,462,3.3103463742447625e-05,0.00012042549153772433,5.929653625755237e-05,18,0.00014197615920281256,1.0508405121815358e-05,4.957615920281257e-05,0,0.00019337813917831345,1.529667404455739e-05,0.00010097813917831345,0
16498,15,15,1.78e-05,89,0.0,0.0,1.78e-05,20,3.234391558579754e-05,3.6068883412709854e-06,1.454391558579754e-05,0,4.3355161731091634e-05,3.865454089989819e-06,2.5555161731091635e-05,0
16498,15,16,1.2e-06,6,0.0,0.0,1.2e-06,20,4.536710642587325e-06,1.0776094572500288e-06,3.3367106425873255e-06,0,7.886087603595804e-06,1.0447254330387337e-06,6.686087603595803e-06,0
16498,15,17,4e-07,2,0.0,0.0,4e-07,20,3.37096757079079e-07,1.877458987201615e-07,6.290324292092098e-08,0,8.269547322876774e-07,2.3681190836855507e-07,4.269547322876774e-07,0
16498,15,18,0,0,0.0,0.0,0.0,20,5.393887231007628e-09,4.7949995666774475e-09,5.393887231007628e-09,6,4.39750110800448e-08,2.923217671945693e-08,4.39750110800448e-08,0
16498,15,19,0,0,0.0,0.0,0.0,20,0.0,0.0,0.0,20,3.976323196074525e-10,3.5001895238180006e-10,3.976323196074525e-10,6
16498,15,20,0,0,0.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,0.0,0.0,20
16498,16,1,0.2669438,1334719,0.2616950264972209,0.013723634833878333,0.005248773502779136,0,0.3768069169151843,0.0076589910481245985,0.1098631169151843,0,0.19561886823495403,0.006509008210933579,0.07132493176504598,0
16498,16,2,0.7160514,3580257,0.7208135301115256,0.012757942662214224,0.004762130111525598,0,0.5489663331682417,0.008863847718599013,0.16708506683175828,0,0.3906059696347582,0.007832941818284497,0.3254454303652418,0
16498,16,3,0.0151222,75611,0.01439440592108782,0.0026000407063976588,0.000727794078912181,0,0.06838323379004978,0.004330515511036442,0.053261033790049775,0,0.40018401759579925,0.007877876329395753,0.38506181759579927,0
